,Source,Sink,Time,Value
1659,SDGE,PGE_bay,52,
1660,SDGE,PGE_bay,53,
1661,SDGE,PGE_bay,54,
1662,SDGE,PGE_bay,55,
1663,SDGE,PGE_bay,56,
1664,SDGE,PGE_bay,57,
1665,SDGE,PGE_bay,58,
1666,SDGE,PGE_bay,59,
1667,SDGE,PGE_bay,60,
1668,SDGE,PGE_bay,61,
1669,SDGE,PGE_bay,62,
1670,SDGE,PGE_bay,63,
1671,SDGE,PGE_bay,64,
1672,SDGE,PGE_bay,65,
1673,SDGE,PGE_bay,66,
1674,SDGE,PGE_bay,67,
1675,SDGE,PGE_bay,68,
1676,SDGE,PGE_bay,69,
1677,SDGE,PGE_bay,70,
1678,SDGE,PGE_bay,71,
1679,SDGE,PGE_bay,72,
1680,PGE_bay,PGE_valley,49,
1681,PGE_bay,PGE_valley,50,
1682,PGE_bay,PGE_valley,51,
1683,PGE_bay,PGE_valley,52,
1684,PGE_bay,PGE_valley,53,
1685,PGE_bay,PGE_valley,54,
1686,PGE_bay,PGE_valley,55,
1687,PGE_bay,PGE_valley,56,
1688,PGE_bay,PGE_valley,57,
1689,PGE_bay,PGE_valley,58,
1690,PGE_bay,PGE_valley,59,
1691,PGE_bay,PGE_valley,60,
1692,PGE_bay,PGE_valley,61,
1693,PGE_bay,PGE_valley,62,
1694,PGE_bay,PGE_valley,63,
1695,PGE_bay,PGE_valley,64,
1696,PGE_bay,PGE_valley,65,
1697,PGE_bay,PGE_valley,66,
1698,PGE_bay,PGE_valley,67,
1699,PGE_bay,PGE_valley,68,
1700,PGE_bay,PGE_valley,69,
1701,PGE_bay,PGE_valley,70,
1702,PGE_bay,PGE_valley,71,
1703,PGE_bay,PGE_valley,72,
1704,PGE_bay,SCE,49,
1705,PGE_bay,SCE,50,
1706,PGE_bay,SCE,51,
1707,PGE_bay,SCE,52,
1708,PGE_bay,SCE,53,
1709,PGE_bay,SCE,54,
1710,PGE_bay,SCE,55,
1711,PGE_bay,SCE,56,
1712,PGE_bay,SCE,57,
1713,PGE_bay,SCE,58,
1714,PGE_bay,SCE,59,
