,Generator,Time,Value,Zones
415,TXMCKT_6_UNIT,8,0,PGE_valley
416,TXMCKT_6_UNIT,9,0,PGE_valley
417,TXMCKT_6_UNIT,10,0,PGE_valley
418,TXMCKT_6_UNIT,11,0,PGE_valley
419,TXMCKT_6_UNIT,12,0,PGE_valley
420,TXMCKT_6_UNIT,13,0,PGE_valley
421,TXMCKT_6_UNIT,14,0,PGE_valley
422,TXMCKT_6_UNIT,15,0,PGE_valley
423,TXMCKT_6_UNIT,16,0,PGE_valley
424,TXMCKT_6_UNIT,17,0,PGE_valley
425,TXMCKT_6_UNIT,18,0,PGE_valley
426,TXMCKT_6_UNIT,19,0,PGE_valley
427,TXMCKT_6_UNIT,20,0,PGE_valley
428,TXMCKT_6_UNIT,21,0,PGE_valley
429,TXMCKT_6_UNIT,22,0,PGE_valley
430,TXMCKT_6_UNIT,23,0,PGE_valley
431,TXMCKT_6_UNIT,24,0,PGE_valley
432,LAPLMA_2_UNIT3,1,0,PGE_valley
433,LAPLMA_2_UNIT3,2,0,PGE_valley
434,LAPLMA_2_UNIT3,3,0,PGE_valley
435,LAPLMA_2_UNIT3,4,0,PGE_valley
436,LAPLMA_2_UNIT3,5,0,PGE_valley
437,LAPLMA_2_UNIT3,6,0,PGE_valley
438,LAPLMA_2_UNIT3,7,0,PGE_valley
439,LAPLMA_2_UNIT3,8,0,PGE_valley
440,LAPLMA_2_UNIT3,9,0,PGE_valley
441,LAPLMA_2_UNIT3,10,0,PGE_valley
442,LAPLMA_2_UNIT3,11,0,PGE_valley
443,LAPLMA_2_UNIT3,12,0,PGE_valley
444,LAPLMA_2_UNIT3,13,0,PGE_valley
445,LAPLMA_2_UNIT3,14,0,PGE_valley
446,LAPLMA_2_UNIT3,15,0,PGE_valley
447,LAPLMA_2_UNIT3,16,0,PGE_valley
448,LAPLMA_2_UNIT3,17,0,PGE_valley
449,LAPLMA_2_UNIT3,18,0,PGE_valley
450,LAPLMA_2_UNIT3,19,0,PGE_valley
451,LAPLMA_2_UNIT3,20,0,PGE_valley
452,LAPLMA_2_UNIT3,21,0,PGE_valley
453,LAPLMA_2_UNIT3,22,0,PGE_valley
454,LAPLMA_2_UNIT3,23,0,PGE_valley
455,LAPLMA_2_UNIT3,24,0,PGE_valley
456,PNOCHE_1_PL1X2,1,0,PGE_valley
457,PNOCHE_1_PL1X2,2,0,PGE_valley
458,PNOCHE_1_PL1X2,3,0,PGE_valley
459,PNOCHE_1_PL1X2,4,0,PGE_valley
460,PNOCHE_1_PL1X2,5,0,PGE_valley
461,PNOCHE_1_PL1X2,6,0,PGE_valley
462,PNOCHE_1_PL1X2,7,0,PGE_valley
463,PNOCHE_1_PL1X2,8,0,PGE_valley
464,PNOCHE_1_PL1X2,9,0,PGE_valley
465,PNOCHE_1_PL1X2,10,0,PGE_valley
466,PNOCHE_1_PL1X2,11,0,PGE_valley
467,PNOCHE_1_PL1X2,12,0,PGE_valley
468,PNOCHE_1_PL1X2,13,0,PGE_valley
469,PNOCHE_1_PL1X2,14,0,PGE_valley
470,PNOCHE_1_PL1X2,15,0,PGE_valley
471,PNOCHE_1_PL1X2,16,0,PGE_valley
472,PNOCHE_1_PL1X2,17,0,PGE_valley
473,PNOCHE_1_PL1X2,18,0,PGE_valley
474,PNOCHE_1_PL1X2,19,0,PGE_valley
475,PNOCHE_1_PL1X2,20,0,PGE_valley
476,PNOCHE_1_PL1X2,21,0,PGE_valley
477,PNOCHE_1_PL1X2,22,0,PGE_valley
478,PNOCHE_1_PL1X2,23,0,PGE_valley
479,PNOCHE_1_PL1X2,24,0,PGE_valley
480,CHEVCY_1_UNIT,1,0,PGE_valley
481,CHEVCY_1_UNIT,2,0,PGE_valley
482,CHEVCY_1_UNIT,3,0,PGE_valley
483,CHEVCY_1_UNIT,4,0,PGE_valley
484,CHEVCY_1_UNIT,5,0,PGE_valley
485,CHEVCY_1_UNIT,6,0,PGE_valley
486,CHEVCY_1_UNIT,7,0,PGE_valley
487,CHEVCY_1_UNIT,8,0,PGE_valley
488,CHEVCY_1_UNIT,9,0,PGE_valley
489,CHEVCY_1_UNIT,10,0,PGE_valley
490,CHEVCY_1_UNIT,11,0,PGE_valley
491,CHEVCY_1_UNIT,12,0,PGE_valley
492,CHEVCY_1_UNIT,13,0,PGE_valley
493,CHEVCY_1_UNIT,14,0,PGE_valley
494,CHEVCY_1_UNIT,15,0,PGE_valley
495,CHEVCY_1_UNIT,16,0,PGE_valley
496,CHEVCY_1_UNIT,17,0,PGE_valley
497,CHEVCY_1_UNIT,18,0,PGE_valley
498,CHEVCY_1_UNIT,19,0,PGE_valley
499,CHEVCY_1_UNIT,20,0,PGE_valley
500,CHEVCY_1_UNIT,21,0,PGE_valley
